conceptType,conceptUri,skillType,reuseLevel,preferredLabel,altLabels,hiddenLabels,status,modifiedDate,scopeNote,definition,inScheme,description,code
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/41f2f9bf-1440-49f7-bbb1-2c3c3ea93f76,skill/competence,cross-sector,analyse blockchain use cases,"evaluate blockchain use cases
investigate blockchain use cases",,released,2023-10-27T16:10:34.295Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Analyse blockchain use cases in different sectors against their needs in terms of blockchain technology and architecture. Particularly, key blockchain use cases in Business, Finance and Banking such as International Payments, Peer-to-Peer Transactions, Capital Markets, Trade Finance or Regulatory Finance and Audit.",S5.5.2
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/426ceaba-6867-481c-bb6b-aee3933da7d2,,,ICT safety,"ICT well-being maintenance
ICT welfare maintenance
ICT protection
information and communication technologies safety
ICT security
information and communication technology safety",,released,2025-02-27T12:45:08.961Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/digcomp","Personal protection, data protection, digital identity protection, security measures, safe and sustainable use.",S5.2.2
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/428ab44b-39ef-42d6-a93d-12f4efc4cb10,skill/competence,sector-specific,teach university class,"teaches university class
teach university lesson
teaching university class
teach university course",,released,2024-02-09T17:29:13.7Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Instruct university students in the theory and practice of a certain subject or field taught by an assistant lecturer or professor with the aim of enriching their knowledge.,S1.3.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/42c7632a-b497-4995-b120-56932a59fc77,skill/competence,occupation-specific,describe chemical innovation in products,"translate chemical innovations in pragmatic terms
undertake chemical innovations in pragmatic terms
translate chemical innovations in a pragmatic term
explain chemical innovations in pragmatic terms",,released,2020-06-29T13:36:57.247Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Clearly explain chemical innovations and variations made to products at the production level. Works closely with process chemists and control engineers to ensure the process plant improvements are implemented according to plan.,S4.0.0
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4300b453-9bcf-474c-9ee3-92ec2229720c,knowledge,sector-specific,global standards for sustainability reporting,"non financial reporting guidelines
sustainability standardised reporting frameworks
global reporting framework for sustainability
global reporting guidelines for sustainability",,released,2024-02-28T10:39:08.226Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/green,
http://data.europa.eu/esco/concept-scheme/member-skills","The global, standardised reporting framework that enable organisations to quantify and communicate about their environmental, social and governance impact.",0412
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4309a39d-af97-4e56-8d0e-5351b7b8dd01,skill/competence,cross-sector,develop chemical products,"creating chemical products
developing chemical products
create chemical products
chemical products developing
chemical products creating",,released,2024-02-09T17:29:17.515Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Research and create new chemicals and plastics used in the production of a variety of goods such as pharmaceuticals, textile, building materials and household products.",S1.11.5
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4334037f-c1d8-4241-b82e-8db7e469327b,knowledge,cross-sector,electricity market,"trade in electricity
electric power market
electricity trading
electricity market sector
electricity dealing
market for electricity
electrical power market
electricity trading market",,released,2024-02-09T17:29:12.952Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","The trends and major driving factors in the electricity trading market, electricity trades methodologies and practice, and the identification of the major stakeholders in the electricity sector.",0414
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4339176e-3acd-4f7f-a5d9-445bee3d23f2,knowledge,cross-sector,mathematics,"numeracy
quantitative data
solid modeling
mathematical subjects
field of mathematics
study of mathematics
maths
calculation",,released,2025-02-27T12:45:08.961Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Mathematics is the study of topics such as quantity, structure, space, and change. It involves the identification of patterns and formulating new conjectures based on them. Mathematicians strive to prove the truth or falsity of these conjectures. There are many fields of mathematics, some of which are widely used for practical applications.",T1.2
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/434fb032-3c05-45bd-aaf2-09468ee34d7f,skill/competence,sector-specific,identify research topics,"establish research topics
analyse research topics
determine research proposals
classify research proposals
classify research topics
establish research proposals
analyse research proposals
determine research topics",,released,2024-02-09T17:29:11.47Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Determine issues on social, economic or political level in order to explore them and to do research on them.",S2.1.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4350c38d-0fe9-4ca7-bab9-40ed7f72b04f,knowledge,sector-specific,PHP,"Hypertext Preprocessor
Personal Home Page","PHP5-FPM
PHP-FPM
PHP 5.0
PHP 5.2
Php
PHTML
PHP 5.4
PHP 6.0
PHP 5.3
PHP 5.1
php",released,2023-06-09T15:53:37.912Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in PHP.",0613
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/435d1751-8667-41ec-8b32-865b7cd3c684,skill/competence,cross-sector,manage production enterprise,"production enterprise managing
organising production
production organising
production enterprises managing
organise production
managing production enterprises
managing production enterprise",,released,2024-02-09T17:29:09.851Z,"It may include providing supervision, training and motivation for the staff, interns and volunteers.",,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Organise and instruct staff, plan production strategies and programmes including sales. Carry out input purchase orders, materials, equipment and manage stocks etc. Awareness of demands of the businesses customers and adjustments accordingly to plans and strategies. Estimate resources and control budget of enterprise applying business economics, production development and project management principles.",T4.4
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/43ae58b9-5e56-4524-b45a-b422777a0576,knowledge,cross-sector,database,"non-relational database
types of databases
relational database",,released,2025-02-27T12:45:08.961Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The classification of databases, that includes their purpose, characteristics, terminology, models and use such as XML databases, document-oriented databases and full text databases.",0612
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/43dfbe7f-9e10-4871-b171-e5076737b4cf,knowledge,sector-specific,digital marketing techniques,"online marketing techniques
on-line marketing techniques
online ads software
web marketing techniques","Facebook ads
Instagram ads
Google Ads",released,2025-02-27T12:45:08.961Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The marketing techniques used on the web to reach and engage with stakeholders, customers and clients.",0414
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/440d5784-52a5-4729-8b04-29f978bd896d,skill/competence,sector-specific,respond to incidents in cloud,"automate disaster recovery strategies in cloud
troubleshoot issues in cloud systems
troubleshoot cloud issues
manage cloud incidents
troubleshoot cloud incidents",,released,2024-02-23T15:51:27.085Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",Troubleshoot issues with the cloud and determine how to restore operations. Design and automate disaster recovery strategies and evaluate a deployment for points of failure.,S1.9.1
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4463a721-69f3-413d-8321-43e3af13a4f1,skill/competence,cross-sector,use databases,"use database management systems
use database software
apply databases
use data bases
use Dbs
able to use using databases
use database
utilise databases
make use of databases",,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Use software tools for managing and organising data in a structured environment which consists of attributes, tables and relationships in order to query and modify the stored data.",S5.5.2
